reported_date,province_state,population,lat,lng,confirmed,active,deaths,recovered,hospitalization_rate,incident_rate,mortality_rate,people_hospitalized,people_tested,testing_rate
2020-04-24,Massachusetts,6892503,42.2302,-71.5301,50969,48413,2556,,9.32,742.58,5.01,4752,215213,3135.49
2020-04-23,Massachusetts,6892503,42.2302,-71.5301,46023,43663,2360,,9.76,670.52,5.13,4493,195076,2842.11
2020-04-30,Massachusetts,6892503,42.2302,-71.5301,62205,58643,3562,0,9.55,906.28,5.73,5942,275647,4015.97
2020-04-29,Massachusetts,6892503,42.2302,-71.5301,60265,56860,3405,,9.55,878.02,5.65,5758,265618,3869.85
2020-04-28,Massachusetts,6892503,42.2302,-71.5301,58302,55149,3153,,9.46,849.42,5.41,5515,254500,3707.87
2020-05-04,Massachusetts,6892503,42.2302,-71.5301,69087,64997,4090,0,9.59,1006.55,5.92,6622,324268,4724.34
2020-05-03,Massachusetts,6892503,42.2302,-71.5301,68087,64083,4004,0,9.56,991.98,5.88,6507,314646,4584.16
2020-05-02,Massachusetts,6892503,42.2302,-71.5301,66263,62417,3846,0,9.63,965.4,5.8,6378,298994,4356.12
2020-05-01,Massachusetts,6892503,42.2302,-71.5301,64311,60595,3716,0,9.59,936.96,5.78,6169,289636,4219.78
2020-05-08,Massachusetts,6892503,42.2302,-71.5301,75333,70631,4702,,9.87,1097.55,6.24,7434,366023,5332.68
2020-05-07,Massachusetts,6892503,42.2302,-71.5301,73721,69169,4552,,9.82,1074.06,6.17,7237,351632,5123.01
2020-05-06,Massachusetts,6892503,42.2302,-71.5301,72025,67605,4420,,9.83,1049.35,6.14,7080,339639,4948.28
2020-05-05,Massachusetts,6892503,42.2302,-71.5301,70271,66059,4212,,9.72,1023.8,5.99,6831,333349,4856.64
2020-05-12,Massachusetts,6892503,42.2302,-71.5301,79332,74191,5141,,9.89,1155.81,6.48,7842,401496,5849.5
2020-05-11,Massachusetts,6892503,42.2302,-71.5301,78462,73354,5108,,9.85,1143.13,6.51,7732,394728,5750.89
2020-05-10,Massachusetts,6892503,42.2302,-71.5301,77793,72814,4979,,9.79,1133.39,6.4,7617,388389,5658.54
2020-05-09,Massachusetts,6892503,42.2302,-71.5301,76743,71903,4840,,9.84,1118.09,6.31,7551,376537,5485.86
2020-05-16,Massachusetts,6892503,42.2302,-71.5301,84933,79228,5705,,9.96,1232.25,6.72,8456,448089,6501.11
2020-05-15,Massachusetts,6892503,42.2302,-71.5301,83421,77829,5592,,9.97,1210.32,6.7,8314,435679,6321.06
2020-05-14,Massachusetts,6892503,42.2302,-71.5301,82182,76700,5482,,9.77,1192.34,6.67,8032,410032,5948.96
2020-05-13,Massachusetts,6892503,42.2302,-71.5301,80497,75182,5315,,9.98,1172.78,6.6,8032,410032,5973.86
2020-05-20,Massachusetts,6892503,42.2302,-71.5301,88970,82904,6066,,10,1290.82,6.82,8897,489953,7108.49
2020-05-19,Massachusetts,6892503,42.2302,-71.5301,87925,81987,5938,,9.97,1275.66,6.75,8766,476940,6919.69
2020-05-18,Massachusetts,6892503,42.2302,-71.5301,87052,81190,5862,,9.81,1263,6.73,8539,460826,6685.9
2020-05-17,Massachusetts,6892503,42.2302,-71.5301,86010,80213,5797,,9.93,1247.88,6.74,8539,460826,6685.9
2020-05-24,Massachusetts,6892503,42.2302,-71.5301,92675,86303,6372,,10.04,1344.58,6.88,9308,532373,7723.94
2020-05-23,Massachusetts,6892503,42.2302,-71.5301,91662,85358,6304,,10.1,1329.88,6.88,9260,520986,7558.73
2020-05-22,Massachusetts,6892503,42.2302,-71.5301,90889,84661,6228,,10.08,1318.66,6.85,9162,511644,7423.2
2020-05-21,Massachusetts,6892503,42.2302,-71.5301,90084,83936,6148,,10.04,1306.99,6.82,9040,501486,7275.82
2020-05-28,Massachusetts,6892503,42.2302,-71.5301,94895,88255,6640,,10.14,1376.79,7,9618,562323,8158.47
2020-05-27,Massachusetts,6892503,42.2302,-71.5301,94220,87673,6547,,9.96,1366.99,6.95,9388,545481,7914.12
2020-05-26,Massachusetts,6892503,42.2302,-71.5301,93693,87220,6473,,10.02,1359.35,6.91,9388,545481,7914.12
2020-05-25,Massachusetts,6892503,42.2302,-71.5301,93271,86855,6416,,10.01,1353.22,6.88,9339,540561,7842.74
2020-06-01,Massachusetts,6892503,42.2302,-71.5301,100805,93770,7035,,9.74,1462.53,6.98,9823,592853,8601.42
2020-05-31,Massachusetts,6892503,42.2302,-71.5301,96965,90119,6846,,10.13,1406.82,7.06,9823,592853,8601.42
2020-05-30,Massachusetts,6892503,42.2302,-71.5301,96301,89533,6768,,10.17,1397.18,7.03,9789,582519,8451.49
2020-05-29,Massachusetts,6892503,42.2302,-71.5301,95512,88794,6718,,10.18,1385.74,7.03,9725,571745,8295.17
2020-06-04,Massachusetts,6892503,42.2302,-71.5301,102063,94862,7201,,10.03,1480.78,7.06,10238,624935,9066.88
2020-06-03,Massachusetts,6892503,42.2302,-71.5301,101592,94440,7152,,9.99,1473.95,7.04,10151,617761,8962.8
2020-06-02,Massachusetts,6892503,42.2302,-71.5301,101163,94078,7085,,9.95,1467.73,7,10063,609395,8841.42
2020-06-09,Massachusetts,6892503,42.2302,-71.5301,103889,96481,7408,,10.11,1507.28,7.13,10507,661992,9604.52
2020-06-08,Massachusetts,6892503,42.2302,-71.5301,103626,96273,7353,,10.06,1503.46,7.1,10425,657269,9536
2020-06-07,Massachusetts,6892503,42.2302,-71.5301,103436,96120,7316,,10.05,1500.7,7.07,10393,652490,9466.66
2020-06-06,Massachusetts,6892503,42.2302,-71.5301,103132,95843,7289,,10.05,1496.29,7.07,10369,644639,9352.76
2020-06-05,Massachusetts,6892503,42.2302,-71.5301,102557,95322,7235,,10.05,1487.95,7.05,10303,634769,9209.56
2020-06-12,Massachusetts,6892503,42.2302,-71.5301,105059,97521,7538,,10.21,1524.25,7.18,10726,693359,10059.61
2020-06-11,Massachusetts,6892503,42.2302,-71.5301,104667,97175,7492,,10.18,1518.56,7.16,10654,683088,9910.59
2020-06-10,Massachusetts,6892503,42.2302,-71.5301,104156,96702,7454,,10.16,1511.15,7.16,10582,672090,9751.03
2020-06-16,Massachusetts,6892503,42.2302,-71.5301,105885,98221,7664,,10.26,1536.23,7.24,10867,723647,10499.05
2020-06-15,Massachusetts,6892503,42.2302,-71.5301,105690,98043,7647,,10.23,1533.41,7.24,10817,717231,10405.96
2020-06-14,Massachusetts,6892503,42.2302,-71.5301,105603,97979,7624,,10.23,1532.14,7.22,10802,712710,10340.37
2020-06-13,Massachusetts,6892503,42.2302,-71.5301,105395,97819,7576,,10.22,1529.13,7.19,10772,703596,10208.13
2020-06-20,Massachusetts,6892503,42.2302,-71.5301,106936,99109,7827,,10.36,1551.48,7.32,11076,764937,11098.1
2020-06-19,Massachusetts,6892503,42.2302,-71.5301,106650,98851,7799,,10.35,1547.33,7.31,11036,750807,10893.1
2020-06-18,Massachusetts,6892503,42.2302,-71.5301,106422,98653,7769,,10.32,1544.03,7.3,10985,741260,10754.58
2020-06-17,Massachusetts,6892503,42.2302,-71.5301,106151,98418,7733,,10.29,1540.09,7.28,10925,732046,10620.9
2020-06-24,Massachusetts,6892503,42.2302,-71.5301,107611,99674,7937,,10.43,1561.28,7.38,11219,795072,11535.32
2020-06-23,Massachusetts,6892503,42.2302,-71.5301,107439,99550,7889,,10.38,1558.78,7.34,11157,787642,11427.52
2020-06-22,Massachusetts,6892503,42.2302,-71.5301,107210,99337,7873,,10.35,1555.46,7.34,11094,780063,11317.56
2020-06-21,Massachusetts,6892503,42.2302,-71.5301,107061,99204,7857,,10.35,1553.3,7.34,11085,773320,11219.73
2020-06-28,Massachusetts,6892503,42.2302,-71.5301,108667,100608,8059,,10.42,1576.6,7.42,11319,835794,12126.13
2020-06-27,Massachusetts,6892503,42.2302,-71.5301,108443,100403,8040,,10.43,1573.35,7.41,11310,826342,11989
2020-06-26,Massachusetts,6892503,42.2302,-71.5301,108070,100058,8012,,10.45,1567.94,7.41,11291,814085,11811.17
2020-06-25,Massachusetts,6892503,42.2302,-71.5301,107837,99875,7962,,10.43,1564.55,7.38,11252,805456,11685.97
2020-07-02,Massachusetts,6892503,42.2302,-71.5301,109338,101206,8132,,10.42,1586.33,7.44,11392,866258,12568.12
2020-07-01,Massachusetts,6892503,42.2302,-71.5301,108882,100829,8053,,10.43,1579.72,7.4,11352,858435,12454.62
2020-06-30,Massachusetts,6892503,42.2302,-71.5301,108882,100829,8053,,10.41,1579.72,7.4,11337,848141,12305.27
2020-06-29,Massachusetts,6892503,42.2302,-71.5301,108768,100674,8094,,10.43,1578.06,7.44,11345,842287,12220.34
2020-07-06,Massachusetts,6892503,42.2302,-71.5301,110137,8782,8198,93157,10.41,1597.92,7.44,11469,899417,13049.21
2020-07-05,Massachusetts,6892503,42.2302,-71.5301,109974,8634,8183,93157,10.42,1595.56,7.44,11463,891685,12937.03
2020-07-04,Massachusetts,6892503,42.2302,-71.5301,109838,8509,8172,93157,10.43,1593.59,7.44,11461,885767,12851.17
2020-07-03,Massachusetts,6892503,42.2302,-71.5301,109628,101479,8149,,10.43,1590.54,7.43,11436,877780,12735.29
2020-07-10,Massachusetts,6892503,42.2302,-71.5301,111110,8467,8296,94347,10.42,1612.04,7.47,11582,938616,13617.93
2020-07-09,Massachusetts,6892503,42.2302,-71.5301,110897,8282,8268,94347,10.42,1608.95,7.46,11559,925761,13431.42
2020-07-08,Massachusetts,6892503,42.2302,-71.5301,110602,8012,8243,94347,10.41,1604.67,7.45,11517,915995,13289.73
2020-07-07,Massachusetts,6892503,42.2302,-71.5301,110338,8968,8213,93157,10.41,1600.84,7.44,11489,906760,13155.74
2020-07-14,Massachusetts,6892503,42.2302,-71.5301,112130,9443,8340,94347,10.37,1626.84,7.44,11625,978214,14192.43
2020-07-13,Massachusetts,6892503,42.2302,-71.5301,111827,9150,8330,94347,10.38,1622.44,7.45,11611,966143,14017.3
2020-07-12,Massachusetts,6892503,42.2302,-71.5301,111597,8925,8325,94347,10.4,1619.11,7.46,11608,957480,13891.62
2020-07-11,Massachusetts,6892503,42.2302,-71.5301,111398,8741,8310,94347,10.41,1616.22,7.46,11600,946334,13729.9
2020-07-17,Massachusetts,6892503,42.2302,-71.5301,112879,9087,8402,95390,10.36,1637.71,7.44,11691,1014587,14720.15
2020-07-16,Massachusetts,6892503,42.2302,-71.5301,112581,8811,8380,95390,10.36,1633.38,7.44,11663,1001684,14532.95
2020-07-15,Massachusetts,6892503,42.2302,-71.5301,112347,8589,8368,95390,10.37,1629.99,7.45,11651,988713,14344.76
2020-07-21,Massachusetts,6892503,42.2302,-71.5301,114033,10193,8450,95390,10.3,1654.45,7.41,11746,1059181,15367.15
2020-07-20,Massachusetts,6892503,42.2302,-71.5301,113789,9966,8433,95390,10.3,1650.91,7.41,11722,1051281,15252.53
2020-07-19,Massachusetts,6892503,42.2302,-71.5301,113534,9713,8431,95390,10.32,1647.21,7.43,11717,1040535,15096.62
2020-07-18,Massachusetts,6892503,42.2302,-71.5301,113238,9429,8419,95390,10.34,1642.92,7.43,11709,1026833,14897.82
2020-07-25,Massachusetts,6892503,42.2302,-71.5301,115268,10306,8510,96452,10.25,1672.37,7.38,11813,1110883,16117.27
2020-07-24,Massachusetts,6892503,42.2302,-71.5301,114985,10035,8498,96452,10.24,1668.26,7.39,11770,1086252,15759.91
2020-07-23,Massachusetts,6892503,42.2302,-71.5301,114647,9711,8484,96452,10.26,1663.36,7.4,11761,1070062,15525.01
2020-07-22,Massachusetts,6892503,42.2302,-71.5301,114320,9400,8468,96452,10.29,1658.61,7.41,11761,1070062,15525.01
2020-07-29,Massachusetts,6892503,42.2302,-71.5301,116684,11652,8580,96452,10.16,1692.91,7.35,11855,1141116,16555.9
2020-07-28,Massachusetts,6892503,42.2302,-71.5301,116182,11179,8551,96452,10.2,1685.63,7.36,11855,1141116,16555.9
2020-07-27,Massachusetts,6892503,42.2302,-71.5301,115926,10938,8536,96452,10.21,1681.91,7.36,11833,1131157,16411.41
2020-07-26,Massachusetts,6892503,42.2302,-71.5301,115637,10656,8529,96452,10.23,1677.72,7.38,11828,1120759,16260.55
2020-08-02,Massachusetts,6892503,42.2302,-71.5301,118458,12225,8638,97595,10.08,1718.65,7.29,11936,1214540,17621.17
2020-08-01,Massachusetts,6892503,42.2302,-71.5301,118040,11819,8626,97595,10.09,1712.59,7.31,11908,1188430,17242.36
2020-07-31,Massachusetts,6892503,42.2302,-71.5301,117612,11408,8609,97595,10.12,1706.38,7.32,11908,1188430,17242.36
2020-07-30,Massachusetts,6892503,42.2302,-71.5301,117098,10923,8580,97595,10.19,1692.91,7.35,11893,1169152,16962.66
2020-08-06,Massachusetts,6892503,42.2302,-71.5301,119874,12162,8691,99021,10.02,1739.19,7.25,12007,1271218,18443.49
2020-08-05,Massachusetts,6892503,42.2302,-71.5301,119643,11963,8659,99021,10.02,1735.84,7.24,11993,1259594,18274.84
2020-08-04,Massachusetts,6892503,42.2302,-71.5301,119203,12951,8657,97595,10.04,1729.46,7.26,11973,1242276,18023.58
2020-08-03,Massachusetts,6892503,42.2302,-71.5301,118657,12414,8648,97595,10.06,1721.54,7.29,11942,1226852,17799.8
2020-08-10,Massachusetts,6892503,42.2302,-71.5301,121315,13553,8741,99021,9.94,1760.1,7.21,12062,1331276,19314.84
2020-08-09,Massachusetts,6892503,42.2302,-71.5301,121040,13284,8735,99021,9.96,1756.11,7.22,12054,1319939,19150.36
2020-08-08,Massachusetts,6892503,42.2302,-71.5301,120711,12969,8721,99021,9.98,1751.34,7.22,12044,1302744,18900.88
2020-08-07,Massachusetts,6892503,42.2302,-71.5301,120291,12561,8709,99021,9.99,1745.24,7.24,12022,1286055,18658.75
2020-08-14,Massachusetts,6892503,42.2302,-71.5301,122728,13432,8810,100486,9.92,1777.74,7.19,12150,1411532,20479.24
2020-08-13,Massachusetts,6892503,42.2302,-71.5301,122423,13147,8790,100486,9.97,1765.79,7.19,12131,1389980,20166.55
2020-08-12,Massachusetts,6892503,42.2302,-71.5301,122000,14210,8769,99021,9.93,1765.79,7.19,12089,1346344,19533.46
2020-08-11,Massachusetts,6892503,42.2302,-71.5301,121707,13935,8751,99021,9.93,1765.79,7.19,12089,1346344,19533.46
2020-08-18,Massachusetts,6892503,42.2302,-71.5301,124063,14729,8848,100486,9.83,1799.97,7.13,12192,1476567,21422.8
2020-08-17,Massachusetts,6892503,42.2302,-71.5301,123841,14513,8842,100486,9.83,1796.75,7.14,12178,1464914,21253.73
2020-08-16,Massachusetts,6892503,42.2302,-71.5301,123593,14269,8838,100486,9.85,1793.15,7.15,12173,1449968,21036.89
2020-08-15,Massachusetts,6892503,42.2302,-71.5301,123199,13887,8826,100486,9.88,1787.43,7.16,12170,1434501,20812.48
2020-08-22,Massachusetts,6892503,42.2302,-71.5301,125360,14234,8921,102205,9.78,1818.79,7.12,12256,1553673,22541.49
2020-08-21,Massachusetts,6892503,42.2302,-71.5301,125216,14110,8901,102205,9.78,1816.7,7.11,12245,1545337,22420.55
2020-08-20,Massachusetts,6892503,42.2302,-71.5301,124728,13635,8888,102205,9.8,1809.62,7.13,12225,1518522,22031.5
2020-08-19,Massachusetts,6892503,42.2302,-71.5301,124415,13334,8876,102205,9.82,1805.08,7.13,12213,1496640,21714.03
2020-08-26,Massachusetts,6892503,42.2302,-71.5301,126756,13849,8987,103920,9.7,1839.04,7.09,12299,1634167,23709.34
2020-08-25,Massachusetts,6892503,42.2302,-71.5301,126420,15254,8961,102205,9.71,1834.17,7.09,12279,1614402,23422.58
2020-08-24,Massachusetts,6892503,42.2302,-71.5301,126022,14868,8949,102205,9.73,1828.39,7.1,12268,1591579,23091.45
2020-08-23,Massachusetts,6892503,42.2302,-71.5301,125360,14234,8921,102205,9.78,1818.79,7.12,12256,1553673,22541.49
2020-08-30,Massachusetts,6892503,42.2302,-71.5301,128229,15260,9049,103920,,1860.41,7.06,,1723774,25009.41
2020-08-29,Massachusetts,6892503,42.2302,-71.5301,128030,15074,9036,103920,,1857.53,7.06,,1707155,24768.29
2020-08-28,Massachusetts,6892503,42.2302,-71.5301,127584,14640,9024,103920,,1851.05,7.07,,1683248,24421.43
2020-08-27,Massachusetts,6892503,42.2302,-71.5301,127124,14196,9008,103920,9.69,1844.38,7.09,12318,1659510,24077.03
2020-08-31,Massachusetts,6892503,42.2302,-71.5301,128533,15553,9060,103920,,1864.82,7.05,,1742517,25281.34
2020-04-15,Michigan,9986857,43.3266,-84.5361,28059,26138,1921,452,13.96,352.18,6.85,3918,89697,1125.82
2020-04-14,Michigan,9986857,43.3266,-84.5361,27001,25233,1768,452,14.48,338.9,6.55,3910,86226,1082.25
2020-04-13,Michigan,9986857,43.3266,-84.5361,25635,24033,1602,447,15.55,321.75,6.25,3986,82644,1037.3
2020-04-12,Michigan,9986857,43.3266,-84.5361,24244,22765,1479,433,15,304.3,6.1,3636,79437,997.04
2020-04-19,Michigan,9986857,43.3266,-84.5361,31424,29033,2391,3237,10.83,394.41,7.61,3403,109661,1376.4
2020-04-18,Michigan,9986857,43.3266,-84.5361,30791,28483,2308,3237,11.8,386.47,7.5,3634,99727,1251.71
2020-04-17,Michigan,9986857,43.3266,-84.5361,30023,27796,2227,629,12.24,376.83,7.42,3674,98959,1242.07
2020-04-16,Michigan,9986857,43.3266,-84.5361,28809,26813,1996,617,13.22,361.59,6.93,3809,94286,1183.42
2020-04-22,Michigan,9986857,43.3266,-84.5361,33966,31153,2813,3237,9.73,426.32,8.28,3305,118225,1483.89
2020-04-21,Michigan,9986857,43.3266,-84.5361,32667,30092,2575,3237,10.28,410.02,7.88,3357,117226,1471.35
2020-04-20,Michigan,9986857,43.3266,-84.5361,32000,29532,2468,3237,10.54,401.64,7.71,3374,113798,1428.32
2020-04-27,Michigan,9986857,43.3266,-84.5361,38210,34803,3407,8342,6.98,479.59,8.92,2667,157760,1980.1
2020-04-26,Michigan,9986857,43.3266,-84.5361,37778,34463,3315,8342,7.3,474.17,8.77,2757,193879,2433.45
2020-04-25,Michigan,9986857,43.3266,-84.5361,37074,33919,3155,8342,7.79,465.33,8.51,2889,144044,1807.95
2020-04-24,Michigan,9986857,43.3266,-84.5361,36641,33556,3085,3237,8.25,459.89,8.42,3022,136296,1710.7
2020-04-23,Michigan,9986857,43.3266,-84.5361,35296,32319,2977,3237,10.23,443.01,8.43,3611,128321,1610.6
2020-04-30,Michigan,9986857,43.3266,-84.5361,41379,29248,3789,8342,,519.36,9.16,,180267,2262.6
2020-04-29,Michigan,9986857,43.3266,-84.5361,40399,36729,3670,8342,,507.06,9.08,,172352,2163.25
2020-04-28,Michigan,9986857,43.3266,-84.5361,39262,35694,3568,8342,,492.79,9.09,,164805,2068.53
2020-05-04,Michigan,9986857,43.3266,-84.5361,43990,24192,4139,15659,,552.13,9.41,,222193,2788.83
2020-05-03,Michigan,9986857,43.3266,-84.5361,43801,24089,4053,15659,,549.76,9.25,,212532,2667.57
2020-05-02,Michigan,9986857,43.3266,-84.5361,43207,23527,4021,15659,,542.31,9.31,,201709,2531.72
2020-05-01,Michigan,9986857,43.3266,-84.5361,42356,30148,3866,8342,,531.63,9.13,,190505,2391.1
2020-05-08,Michigan,9986857,43.3266,-84.5361,46386,26328,4399,15659,,582.21,9.48,,260253,3266.53
2020-05-07,Michigan,9986857,43.3266,-84.5361,45745,25741,4345,15659,,574.16,9.5,,247062,3100.97
2020-05-06,Michigan,9986857,43.3266,-84.5361,45179,25264,4256,15659,,567.06,9.42,,233231,2927.37
2020-05-05,Michigan,9986857,43.3266,-84.5361,44451,24609,4183,15659,,557.92,9.41,,222836,2796.9
2020-05-12,Michigan,9986857,43.3266,-84.5361,48021,20661,4674,22686,,602.73,9.73,,307890,3864.44
2020-05-11,Michigan,9986857,43.3266,-84.5361,47552,20282,4584,22686,,596.84,9.64,,298948,3752.21
2020-05-10,Michigan,9986857,43.3266,-84.5361,47182,19941,4555,22686,,592.2,9.65,,285678,3585.65
2020-05-09,Michigan,9986857,43.3266,-84.5361,46815,19599,4530,22686,,587.59,9.68,,273486,3432.62
2020-05-16,Michigan,9986857,43.3266,-84.5361,50538,17423,4881,28234,,506.05,9.66,,357921,3583.92
2020-05-15,Michigan,9986857,43.3266,-84.5361,50079,22568,4825,22686,,501.45,9.63,,357496,3579.66
2020-05-14,Michigan,9986857,43.3266,-84.5361,49582,22109,4787,22686,,496.47,9.65,,335883,3363.25
2020-05-13,Michigan,9986857,43.3266,-84.5361,48391,20991,4714,22686,,607.37,9.74,,308260,3869.08
2020-05-20,Michigan,9986857,43.3266,-84.5361,53009,19715,5060,28234,,530.79,9.55,,437072,4376.47
2020-05-19,Michigan,9986857,43.3266,-84.5361,52350,19099,5017,28234,,524.19,9.58,,422904,4234.61
2020-05-18,Michigan,9986857,43.3266,-84.5361,51915,18766,4915,28234,,519.83,9.47,,410178,4107.18
2020-05-17,Michigan,9986857,43.3266,-84.5361,51142,18017,4891,28234,,512.09,9.56,,396958,3974.8
2020-05-24,Michigan,9986857,43.3266,-84.5361,54679,16283,5228,33168,,547.51,9.56,,451232,4518.26
2020-05-23,Michigan,9986857,43.3266,-84.5361,54365,15974,5223,33168,,544.37,9.61,,450918,4515.11
2020-05-22,Michigan,9986857,43.3266,-84.5361,53913,20521,5158,28234,,539.84,9.57,,471784,4724.05
2020-05-21,Michigan,9986857,43.3266,-84.5361,53510,20147,5129,28234,,535.8,9.59,,454740,4553.38
2020-05-28,Michigan,9986857,43.3266,-84.5361,56014,17474,5372,33168,,560.88,9.59,,504458,5051.22
2020-05-27,Michigan,9986857,43.3266,-84.5361,55608,17106,5334,33168,,556.81,9.59,,494252,4949.02
2020-05-26,Michigan,9986857,43.3266,-84.5361,55104,16670,5266,33168,,551.77,9.56,,484279,4849.16
2020-05-25,Michigan,9986857,43.3266,-84.5361,54881,16472,5241,33168,,549.53,9.55,,472860,4734.82
2020-06-01,Michigan,9986857,43.3266,-84.5361,57532,13917,5516,38099,,576.08,9.59,,568023,5687.71
2020-05-31,Michigan,9986857,43.3266,-84.5361,57397,13807,5491,38099,,574.73,9.57,,554630,5553.6
2020-05-30,Michigan,9986857,43.3266,-84.5361,56969,13406,5464,38099,,570.44,9.59,,538812,5395.21
2020-05-29,Michigan,9986857,43.3266,-84.5361,56621,18047,5406,33168,,566.96,9.55,,521607,5222.93
2020-06-05,Michigan,9986857,43.3266,-84.5361,63777,19824,5854,38099,,586.02,9.59,,627547,6283.73
2020-06-04,Michigan,9986857,43.3266,-84.5361,58241,14547,5595,38099,,583.18,9.61,,608983,6097.84
2020-06-03,Michigan,9986857,43.3266,-84.5361,58035,14366,5570,38099,,581.11,9.6,,593549,5943.3
2020-06-02,Michigan,9986857,43.3266,-84.5361,57731,14079,5553,38099,,578.07,9.62,,577268,5780.28
2020-06-08,Michigan,9986857,43.3266,-84.5361,64944,16987,5916,42041,,644.98,9.15,,721035,7219.84
2020-06-07,Michigan,9986857,43.3266,-84.5361,64648,16709,5898,42041,,644.98,9.15,,710718,7116.53
2020-06-06,Michigan,9986857,43.3266,-84.5361,64229,16294,5894,42041,,586.02,9.59,,699849,7007.7
2020-06-12,Michigan,9986857,43.3266,-84.5361,65672,17641,5990,42041,,657.58,9.12,,786287,7873.22
2020-06-11,Michigan,9986857,43.3266,-84.5361,65449,17423,5985,42041,,655.35,9.14,,770520,7715.34
2020-06-10,Michigan,9986857,43.3266,-84.5361,65182,17186,5955,42041,,652.68,9.14,,737335,7383.05
2020-06-09,Michigan,9986857,43.3266,-84.5361,64998,17009,5948,42041,,650.84,9.14,,737151,7381.21
2020-06-16,Michigan,9986857,43.3266,-84.5361,66269,15271,6034,44964,,663.56,9.11,,835534,8366.34
2020-06-15,Michigan,9986857,43.3266,-84.5361,66085,15103,6018,44964,,661.72,9.11,,824037,8251.21
2020-06-14,Michigan,9986857,43.3266,-84.5361,66054,15074,6016,44964,,661.41,9.11,,813498,8145.69
2020-06-13,Michigan,9986857,43.3266,-84.5361,65836,14859,6013,44964,,659.23,9.13,,799483,8005.35
2020-06-20,Michigan,9986857,43.3266,-84.5361,67545,12168,6087,49290,,676.34,9.01,,894634,8958.11
2020-06-19,Michigan,9986857,43.3266,-84.5361,67097,16066,6067,44964,,671.85,9.04,,879928,8810.86
2020-06-18,Michigan,9986857,43.3266,-84.5361,66798,15773,6061,44964,,668.86,9.07,,850186,8513.05
2020-06-17,Michigan,9986857,43.3266,-84.5361,66497,15497,6036,44964,,665.85,9.08,,849885,8510.03
2020-06-24,Michigan,9986857,43.3266,-84.5361,68555,13151,6114,49290,,686.45,8.92,,944805,9460.48
2020-06-23,Michigan,9986857,43.3266,-84.5361,68197,12798,6109,49290,,682.87,8.96,,928668,9298.9
2020-06-22,Michigan,9986857,43.3266,-84.5361,67957,12570,6097,49290,,680.46,8.97,,918017,9192.25
2020-06-21,Michigan,9986857,43.3266,-84.5361,67711,12331,6090,49290,,678,8.99,,907426,9086.2
2020-06-28,Michigan,9986857,43.3266,-84.5361,69946,12690,6157,51099,,700.38,8.8,,1016679,10180.17
2020-06-27,Michigan,9986857,43.3266,-84.5361,69679,12427,6153,51099,,697.71,8.83,,1000821,10021.38
2020-06-26,Michigan,9986857,43.3266,-84.5361,69329,13905,6134,49290,,694.2,8.85,,981706,9829.98
2020-06-25,Michigan,9986857,43.3266,-84.5361,68989,13566,6133,49290,,690.8,8.89,,962839,9641.06
2020-07-02,Michigan,9986857,43.3266,-84.5361,71678,14367,6212,51099,,717.72,8.67,,1085137,10865.65
2020-07-01,Michigan,9986857,43.3266,-84.5361,71089,13792,6198,51099,,711.83,8.72,,1061859,10632.56
2020-06-30,Michigan,9986857,43.3266,-84.5361,70728,13436,6193,51099,,708.21,8.76,,1045057,10464.32
2020-06-29,Michigan,9986857,43.3266,-84.5361,70223,12963,6161,51099,,703.15,8.77,,1029375,10307.3
2020-07-06,Michigan,9986857,43.3266,-84.5361,73267,14205,6221,52841,,733.63,8.49,,1159363,11608.89
2020-07-05,Michigan,9986857,43.3266,-84.5361,72941,13882,6218,52841,,730.37,8.52,,1146819,11483.28
2020-07-04,Michigan,9986857,43.3266,-84.5361,72581,13522,6218,52841,,726.77,8.57,,1130154,11316.41
2020-07-03,Michigan,9986857,43.3266,-84.5361,72175,14861,6215,51099,,722.7,8.61,,1108265,11097.24
2020-07-10,Michigan,9986857,43.3266,-84.5361,75685,16559,6285,52841,,757.85,8.3,,1246805,12484.46
2020-07-09,Michigan,9986857,43.3266,-84.5361,75063,15951,6271,52841,,751.62,8.35,,1223553,12251.63
2020-07-08,Michigan,9986857,43.3266,-84.5361,74551,15448,6262,52841,,746.49,8.4,,1200003,12015.82
2020-07-07,Michigan,9986857,43.3266,-84.5361,73900,14808,6251,52841,,739.97,8.46,,1176511,11780.59
2020-07-14,Michigan,9986857,43.3266,-84.5361,77864,17671,6326,53867,,779.66,8.12,,1333786,13355.41
2020-07-13,Michigan,9986857,43.3266,-84.5361,77198,17010,6321,53867,,773,8.19,,1313427,13151.56
2020-07-12,Michigan,9986857,43.3266,-84.5361,76776,16595,6314,53867,,768.77,8.22,,1296155,12978.61
2020-07-11,Michigan,9986857,43.3266,-84.5361,76370,16190,6313,53867,,764.71,8.27,,1274122,12757.99
2020-07-17,Michigan,9986857,43.3266,-84.5361,80593,20371,6355,53867,,806.99,7.89,,1425506,14273.82
2020-07-16,Michigan,9986857,43.3266,-84.5361,79839,19624,6348,53867,,799.44,7.95,,1395154,13969.9
2020-07-15,Michigan,9986857,43.3266,-84.5361,78913,18716,6330,53867,,790.17,8.02,,1367919,13697.19
2020-07-21,Michigan,9986857,43.3266,-84.5361,83059,21515,6382,55162,,831.68,7.68,,1529375,15313.88
2020-07-20,Michigan,9986857,43.3266,-84.5361,82395,20860,6373,55162,,825.03,7.73,,1506789,15087.72
